"User ID";"Age Group";"Gender";"Country";"Device Type";"Subscription Plan";"Preferred Watch Time";"Top Watched Language";"Average Daily Watch Minutes";"Number of Titles Watched";"Average Episode Length (minutes)";"Account Age (Months)";"Days Since Last Login";"Average Completion Rate (%)";"Number of Rewatches";"Preferred Genre (Target Variable)"
2229;"13-17";"Female";"USA";"TV";"Standard";"Morning";"French";105;49;56;71;23;71.47;8;"Comedy"
2230;"13-17";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Hindi";70;65;52;17;29;82.27;8;"Comedy"
2231;"35-44";"Female";"Germany";"Laptop";"Premium";"Afternoon";"Spanish";78;112;30;61;27;71.8;5;"Action"
2232;"18-24";"Male";"Canada";"Mobile";"Standard";"Afternoon";"Hindi";48;112;59;10;28;92.36;6;"Comedy"
2233;"35-44";"Male";"UK";"Mobile";"Standard";"Afternoon";"Spanish";80;30;30;38;10;88.14;0;"Drama"
2234;"18-24";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Japanese";102;124;48;39;7;71.22;4;"Action"
2235;"35-44";"Female";"USA";"Laptop";"Standard";"Afternoon";"German";53;44;33;30;22;72.67;3;"Thriller"
2236;"35-44";"Male";"USA";"Laptop";"Standard";"Night";"Japanese";97;76;26;34;11;76.51;1;"Thriller"
2237;"35-44";"Male";"Australia";"Tablet";"Premium";"Evening";"English";241;132;38;33;5;61.9;1;"Drama"
2238;"13-17";"Non-binary";"India";"TV";"Basic";"Evening";"French";279;51;55;32;16;85.8;7;"Action"
2239;"18-24";"Male";"Canada";"Tablet";"Basic";"Afternoon";"Japanese";127;90;54;12;10;93.95;7;"Comedy"
2240;"55+";"Female";"Australia";"Tablet";"Standard";"Afternoon";"Japanese";136;50;51;65;9;75.91;2;"Thriller"
2241;"35-44";"Female";"Australia";"Laptop";"Standard";"Night";"English";137;123;55;10;26;80.84;4;"Thriller"
2242;"45-54";"Male";"Germany";"Tablet";"Premium";"Afternoon";"English";251;29;30;19;7;82.47;4;"Thriller"
2243;"45-54";"Male";"UK";"Tablet";"Premium";"Night";"German";231;18;42;23;11;81.22;1;"Thriller"
2244;"13-17";"Male";"Canada";"Laptop";"Standard";"Night";"German";195;66;38;57;20;80.37;5;"Comedy"
2245;"25-34";"Non-binary";"USA";"Mobile";"Standard";"Morning";"Hindi";171;133;44;59;3;88.05;1;"Drama"
2246;"55+";"Non-binary";"Australia";"Mobile";"Basic";"Morning";"Spanish";201;87;35;54;20;75.36;3;"Thriller"
2247;"13-17";"Female";"Canada";"Laptop";"Basic";"Afternoon";"English";171;27;28;2;20;90.98;5;"Action"
2248;"25-34";"Female";"UK";"TV";"Basic";"Night";"Japanese";109;72;30;48;29;64.3;1;"Thriller"
2249;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"Japanese";225;102;47;6;12;71.28;7;"Comedy"
2250;"45-54";"Male";"Canada";"Mobile";"Premium";"Morning";"German";125;35;32;43;25;83.27;1;"Drama"
2251;"35-44";"Male";"USA";"Laptop";"Basic";"Morning";"Spanish";43;93;54;17;2;92.94;3;"Action"
2252;"18-24";"Non-binary";"Australia";"TV";"Basic";"Morning";"English";89;22;35;36;19;89.47;2;"Action"
2253;"35-44";"Non-binary";"India";"Tablet";"Standard";"Morning";"German";44;128;29;24;3;60.29;0;"Drama"
2254;"45-54";"Male";"UK";"Laptop";"Basic";"Morning";"Spanish";114;124;27;61;7;64.89;4;"Thriller"
2255;"18-24";"Male";"USA";"Laptop";"Standard";"Afternoon";"English";84;35;39;29;4;72.48;3;"Action"
2256;"25-34";"Female";"India";"Laptop";"Standard";"Afternoon";"Japanese";202;143;26;58;21;75.31;3;"Action"
2257;"25-34";"Non-binary";"Germany";"Tablet";"Basic";"Morning";"Japanese";250;90;26;66;25;72.16;2;"Thriller"
2258;"45-54";"Male";"Germany";"Mobile";"Basic";"Afternoon";"German";242;141;32;53;1;69.95;0;"Drama"
2259;"18-24";"Non-binary";"UK";"Tablet";"Standard";"Morning";"Spanish";242;98;54;70;24;75.15;5;"Action"
2260;"35-44";"Male";"USA";"Tablet";"Premium";"Morning";"Japanese";156;16;29;9;7;87.79;4;"Thriller"
2261;"45-54";"Male";"Australia";"Mobile";"Standard";"Morning";"Spanish";66;26;54;42;23;78.48;0;"Drama"
2262;"25-34";"Female";"UK";"Laptop";"Premium";"Afternoon";"German";169;95;34;39;25;76.44;1;"Drama"
2263;"45-54";"Female";"India";"TV";"Premium";"Afternoon";"Hindi";221;137;57;69;4;74.58;0;"Drama"
2264;"35-44";"Female";"USA";"TV";"Basic";"Night";"Spanish";278;127;48;40;15;67.36;1;"Drama"
2265;"13-17";"Male";"Germany";"Mobile";"Basic";"Afternoon";"French";157;101;43;59;20;73.62;7;"Action"
2266;"55+";"Female";"Germany";"Mobile";"Basic";"Afternoon";"Spanish";239;59;54;44;14;64.51;1;"Thriller"
2267;"55+";"Male";"Canada";"Laptop";"Basic";"Evening";"German";265;137;49;65;18;79.93;3;"Thriller"
2268;"55+";"Non-binary";"USA";"TV";"Standard";"Morning";"French";143;15;35;11;12;87.42;1;"Drama"
2269;"13-17";"Non-binary";"India";"TV";"Premium";"Morning";"Hindi";251;83;59;5;10;82.25;7;"Action"
2270;"35-44";"Male";"India";"Laptop";"Standard";"Afternoon";"Japanese";254;65;25;49;15;71.73;0;"Drama"
2271;"18-24";"Female";"Canada";"Mobile";"Premium";"Afternoon";"English";246;48;41;51;17;72.06;7;"Comedy"
2272;"45-54";"Female";"India";"Mobile";"Standard";"Night";"German";215;63;55;36;24;75.61;2;"Thriller"
2273;"35-44";"Non-binary";"USA";"Laptop";"Premium";"Evening";"English";244;31;30;16;14;56.96;2;"Drama"
2274;"13-17";"Male";"Germany";"Mobile";"Basic";"Morning";"Hindi";262;50;37;7;5;68.83;2;"Action"
2275;"25-34";"Male";"UK";"Tablet";"Premium";"Morning";"French";88;99;50;44;7;82.38;2;"Thriller"
2276;"55+";"Male";"Germany";"Mobile";"Basic";"Afternoon";"Hindi";149;19;29;26;3;87.35;0;"Drama"
2277;"55+";"Non-binary";"Germany";"Tablet";"Premium";"Afternoon";"Spanish";117;11;38;36;20;89.71;0;"Drama"
2278;"35-44";"Non-binary";"USA";"TV";"Standard";"Evening";"English";40;57;39;53;25;67.95;4;"Action"
2279;"55+";"Female";"India";"TV";"Premium";"Morning";"English";159;51;36;44;15;79.9;2;"Thriller"
2280;"55+";"Male";"Canada";"Mobile";"Standard";"Evening";"Hindi";258;148;32;12;20;69.84;1;"Drama"
2281;"35-44";"Male";"Canada";"Laptop";"Standard";"Morning";"French";200;149;55;68;10;63.34;2;"Drama"
2282;"35-44";"Male";"Australia";"Mobile";"Basic";"Afternoon";"English";74;39;50;23;25;66.57;4;"Thriller"
2283;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";221;69;53;30;19;76.31;3;"Comedy"
2284;"13-17";"Non-binary";"Canada";"TV";"Standard";"Night";"Hindi";95;47;28;63;26;97.09;8;"Comedy"
2285;"55+";"Female";"India";"TV";"Premium";"Afternoon";"Spanish";182;84;52;3;1;67.51;0;"Drama"
2286;"35-44";"Non-binary";"UK";"TV";"Basic";"Night";"Spanish";236;74;49;34;29;88.76;2;"Action"
2287;"35-44";"Female";"UK";"Laptop";"Basic";"Night";"Spanish";268;48;56;49;21;89.35;0;"Drama"
2288;"55+";"Male";"India";"Laptop";"Premium";"Night";"English";43;82;35;44;3;64.76;0;"Drama"
2289;"18-24";"Male";"Canada";"TV";"Standard";"Morning";"Hindi";149;67;34;41;13;86.85;6;"Action"
2290;"25-34";"Male";"USA";"Mobile";"Standard";"Night";"Spanish";123;116;51;48;10;79.58;2;"Thriller"
2291;"45-54";"Male";"Germany";"Laptop";"Standard";"Morning";"Hindi";231;98;41;71;3;81.37;3;"Thriller"
2292;"45-54";"Male";"Germany";"Tablet";"Premium";"Evening";"English";270;26;31;8;25;69.45;0;"Drama"
2293;"55+";"Non-binary";"UK";"TV";"Standard";"Afternoon";"Japanese";61;143;33;7;2;61.98;2;"Thriller"
2294;"45-54";"Female";"India";"Laptop";"Standard";"Morning";"Japanese";63;104;59;37;23;76.57;2;"Drama"
2295;"13-17";"Non-binary";"USA";"TV";"Standard";"Morning";"Japanese";214;79;33;55;21;79.15;6;"Comedy"
2296;"13-17";"Male";"Canada";"Tablet";"Basic";"Evening";"English";114;72;54;71;24;82.38;4;"Action"
2297;"18-24";"Female";"India";"Mobile";"Standard";"Evening";"Spanish";149;67;55;50;4;93.74;6;"Comedy"
2298;"55+";"Female";"UK";"Tablet";"Premium";"Afternoon";"English";173;135;43;21;5;76.72;4;"Thriller"
2299;"13-17";"Male";"USA";"Mobile";"Premium";"Evening";"Hindi";194;144;47;34;8;95.82;8;"Comedy"
2300;"55+";"Female";"USA";"Mobile";"Standard";"Morning";"Japanese";177;72;44;49;3;80.16;1;"Drama"
2301;"55+";"Non-binary";"UK";"Laptop";"Premium";"Afternoon";"Hindi";206;126;30;27;25;64.56;2;"Drama"
2302;"35-44";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"English";241;62;48;8;6;85.09;3;"Thriller"
2303;"25-34";"Non-binary";"Germany";"Mobile";"Standard";"Afternoon";"German";149;91;46;34;12;77.25;3;"Action"
2304;"25-34";"Non-binary";"UK";"Mobile";"Basic";"Night";"German";129;52;30;18;9;78.44;5;"Action"
2305;"55+";"Female";"Germany";"TV";"Standard";"Night";"English";76;13;48;51;11;64.97;2;"Drama"
2306;"25-34";"Non-binary";"India";"Laptop";"Premium";"Morning";"Spanish";93;84;46;12;9;60.37;3;"Thriller"
2307;"25-34";"Female";"Australia";"Laptop";"Premium";"Night";"French";264;103;42;51;10;85.14;3;"Thriller"
2308;"45-54";"Male";"Canada";"Mobile";"Standard";"Evening";"Hindi";90;116;40;63;10;76.94;1;"Thriller"
2309;"45-54";"Non-binary";"India";"TV";"Premium";"Afternoon";"English";99;100;37;40;21;71.31;4;"Thriller"
2310;"35-44";"Male";"Germany";"Mobile";"Basic";"Morning";"English";111;102;48;22;5;89.88;6;"Action"
2311;"18-24";"Non-binary";"Canada";"Laptop";"Standard";"Evening";"German";167;122;43;8;5;77.9;5;"Comedy"
2312;"13-17";"Male";"Canada";"Laptop";"Premium";"Afternoon";"Japanese";90;99;44;28;29;89.21;7;"Comedy"
2313;"13-17";"Male";"Germany";"Laptop";"Basic";"Evening";"Japanese";101;103;51;50;19;93.73;4;"Comedy"
2314;"45-54";"Male";"Germany";"Laptop";"Premium";"Night";"French";88;147;41;47;25;73.22;2;"Thriller"
2315;"55+";"Male";"UK";"TV";"Basic";"Evening";"Spanish";218;149;40;56;5;86.86;1;"Thriller"
2316;"25-34";"Male";"Australia";"Tablet";"Premium";"Night";"Spanish";67;147;25;32;11;87.91;3;"Thriller"
2317;"35-44";"Female";"Germany";"Tablet";"Standard";"Evening";"French";279;101;45;11;22;85.97;2;"Drama"
2318;"18-24";"Female";"Canada";"TV";"Premium";"Morning";"Spanish";203;114;51;21;28;82.04;8;"Comedy"
2319;"45-54";"Non-binary";"Canada";"Mobile";"Standard";"Night";"German";271;82;25;26;13;73.25;4;"Thriller"
2320;"55+";"Female";"India";"Laptop";"Basic";"Night";"English";192;19;54;14;17;77.04;1;"Thriller"
2321;"35-44";"Male";"Australia";"Laptop";"Basic";"Afternoon";"Spanish";203;113;44;14;26;81.9;4;"Action"
2322;"55+";"Female";"Australia";"Laptop";"Premium";"Night";"German";116;57;48;3;24;84.43;4;"Thriller"
2323;"35-44";"Female";"Canada";"TV";"Standard";"Afternoon";"Hindi";227;118;26;57;22;91.18;6;"Action"
2324;"45-54";"Male";"Australia";"TV";"Standard";"Night";"English";46;98;39;7;18;83.4;1;"Thriller"
2325;"35-44";"Female";"India";"Laptop";"Basic";"Night";"French";104;53;53;39;9;79.43;3;"Action"
2326;"25-34";"Male";"UK";"Laptop";"Basic";"Night";"Hindi";240;102;59;57;9;71.15;7;"Action"
2327;"35-44";"Female";"Canada";"Mobile";"Premium";"Night";"Japanese";162;73;37;65;6;78.31;3;"Action"
2328;"18-24";"Male";"USA";"Tablet";"Basic";"Afternoon";"Japanese";259;49;43;25;25;96.26;7;"Comedy"
2329;"35-44";"Non-binary";"Canada";"TV";"Basic";"Morning";"English";75;143;25;31;9;72.17;1;"Thriller"
2330;"13-17";"Female";"Canada";"Tablet";"Standard";"Evening";"Spanish";277;129;40;10;13;82.76;8;"Comedy"
2331;"35-44";"Non-binary";"UK";"Laptop";"Standard";"Night";"English";261;81;27;9;4;84.98;6;"Action"
2332;"55+";"Male";"Germany";"Tablet";"Standard";"Night";"Spanish";112;107;30;8;24;82.07;2;"Thriller"
2333;"45-54";"Male";"Germany";"Tablet";"Basic";"Morning";"French";69;41;55;19;21;74.16;3;"Thriller"
2334;"13-17";"Non-binary";"USA";"TV";"Premium";"Afternoon";"Japanese";266;83;29;30;10;98.03;5;"Comedy"
2335;"45-54";"Male";"USA";"TV";"Premium";"Evening";"English";86;132;50;9;28;64.17;3;"Thriller"
2336;"55+";"Male";"USA";"Mobile";"Basic";"Morning";"English";130;93;52;47;6;64.5;0;"Drama"
2337;"18-24";"Male";"Germany";"Laptop";"Premium";"Morning";"French";68;61;39;46;19;88.02;8;"Comedy"
2338;"25-34";"Male";"UK";"Mobile";"Basic";"Morning";"Spanish";44;43;33;1;17;79.15;3;"Action"
2339;"18-24";"Male";"Australia";"TV";"Premium";"Morning";"Japanese";104;90;46;3;10;84.42;6;"Comedy"
2340;"13-17";"Male";"USA";"Mobile";"Basic";"Night";"Japanese";274;117;45;34;19;94.09;7;"Action"
2341;"55+";"Male";"Australia";"Tablet";"Standard";"Evening";"Spanish";154;135;53;25;24;77.07;2;"Drama"
2342;"55+";"Male";"India";"Tablet";"Premium";"Night";"French";236;14;50;30;2;87.76;1;"Thriller"
2343;"25-34";"Non-binary";"UK";"TV";"Standard";"Morning";"Spanish";102;50;30;1;6;62.85;4;"Thriller"
2344;"35-44";"Female";"Australia";"Tablet";"Standard";"Evening";"French";132;43;35;18;28;85.0;7;"Action"
2345;"13-17";"Male";"Germany";"Laptop";"Premium";"Morning";"Spanish";223;29;44;33;29;68.26;5;"Action"
2346;"25-34";"Non-binary";"Germany";"TV";"Basic";"Afternoon";"Japanese";56;75;44;9;3;57.91;1;"Drama"
2347;"45-54";"Male";"USA";"Laptop";"Standard";"Morning";"Japanese";166;101;51;7;18;79.95;4;"Thriller"
2348;"25-34";"Female";"USA";"TV";"Standard";"Morning";"English";90;53;30;30;29;86.89;3;"Action"
2349;"45-54";"Male";"Australia";"TV";"Basic";"Afternoon";"French";152;112;57;13;29;66.17;4;"Thriller"
2350;"45-54";"Non-binary";"Germany";"Tablet";"Basic";"Night";"Japanese";76;57;54;13;29;80.63;4;"Thriller"
2351;"55+";"Non-binary";"Australia";"TV";"Premium";"Evening";"French";127;44;58;42;20;66.72;3;"Thriller"
2352;"25-34";"Female";"India";"TV";"Premium";"Morning";"French";155;120;29;63;17;82.48;7;"Action"
2353;"55+";"Male";"UK";"Mobile";"Basic";"Morning";"Hindi";164;48;40;69;10;83.43;2;"Thriller"
2354;"55+";"Non-binary";"Germany";"Tablet";"Standard";"Afternoon";"Hindi";258;12;36;36;13;77.78;2;"Thriller"
2355;"18-24";"Female";"Canada";"Laptop";"Basic";"Evening";"Spanish";176;28;36;35;9;94.39;7;"Comedy"
2356;"18-24";"Female";"Germany";"TV";"Premium";"Afternoon";"French";77;134;35;46;13;88.96;3;"Action"
2357;"55+";"Male";"India";"Laptop";"Standard";"Morning";"Spanish";92;92;45;45;3;59.82;1;"Drama"
2358;"55+";"Non-binary";"Germany";"Mobile";"Standard";"Night";"Spanish";180;14;31;56;22;74.62;2;"Thriller"
2359;"45-54";"Male";"India";"TV";"Premium";"Night";"English";129;64;58;5;11;82.13;4;"Thriller"
2360;"55+";"Male";"Germany";"Laptop";"Standard";"Evening";"Hindi";92;22;53;44;11;74.82;3;"Thriller"
2361;"13-17";"Male";"India";"Tablet";"Basic";"Morning";"Hindi";242;27;30;28;1;91.0;8;"Comedy"
2362;"25-34";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Japanese";158;77;58;42;25;75.85;1;"Drama"
2363;"13-17";"Female";"Australia";"Mobile";"Standard";"Morning";"Hindi";255;109;32;31;5;79.39;4;"Comedy"
2364;"18-24";"Male";"Germany";"Laptop";"Premium";"Afternoon";"Japanese";158;47;34;7;4;70.25;9;"Comedy"
2365;"13-17";"Male";"UK";"TV";"Standard";"Afternoon";"French";264;134;40;7;18;70.86;5;"Action"
2366;"35-44";"Non-binary";"USA";"TV";"Basic";"Evening";"English";88;31;26;4;20;62.36;2;"Drama"
2367;"35-44";"Male";"India";"Tablet";"Premium";"Afternoon";"Spanish";161;38;43;32;14;73.53;1;"Thriller"
2368;"18-24";"Female";"UK";"Tablet";"Standard";"Evening";"Spanish";109;146;31;28;9;77.75;3;"Action"
2369;"13-17";"Male";"USA";"TV";"Basic";"Night";"French";202;119;26;56;6;99.62;4;"Comedy"
2370;"25-34";"Female";"Canada";"Mobile";"Basic";"Evening";"Japanese";55;117;47;4;18;79.76;1;"Drama"
2371;"18-24";"Male";"Germany";"Tablet";"Basic";"Evening";"German";52;77;55;8;7;76.8;6;"Action"
2372;"35-44";"Male";"Germany";"Tablet";"Standard";"Evening";"French";275;113;28;14;14;67.63;1;"Thriller"
2373;"18-24";"Male";"India";"Mobile";"Standard";"Night";"Japanese";160;141;40;30;22;83.73;6;"Comedy"
2374;"13-17";"Female";"USA";"TV";"Basic";"Evening";"French";178;49;34;3;3;94.07;9;"Comedy"
2375;"13-17";"Male";"USA";"Laptop";"Basic";"Afternoon";"English";126;148;45;2;12;72.47;3;"Comedy"
2376;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"French";169;35;52;10;28;73.95;3;"Action"
2377;"45-54";"Male";"Canada";"Mobile";"Basic";"Evening";"French";133;104;36;70;4;75.66;2;"Thriller"
2378;"13-17";"Female";"Germany";"Tablet";"Basic";"Afternoon";"Hindi";58;107;37;71;25;82.78;6;"Comedy"
2379;"55+";"Male";"Australia";"Mobile";"Standard";"Evening";"Japanese";143;112;41;16;10;65.03;2;"Drama"
2380;"35-44";"Non-binary";"Canada";"Tablet";"Premium";"Night";"English";84;134;42;70;15;72.74;3;"Thriller"
2381;"35-44";"Female";"India";"TV";"Premium";"Afternoon";"Spanish";213;11;34;22;19;63.95;1;"Drama"
2382;"45-54";"Non-binary";"Australia";"Mobile";"Premium";"Evening";"German";86;100;52;35;17;73.15;2;"Drama"
2383;"35-44";"Male";"USA";"Laptop";"Standard";"Morning";"German";216;54;37;49;27;75.4;3;"Thriller"
2384;"35-44";"Female";"Canada";"Laptop";"Premium";"Night";"Japanese";118;12;58;2;14;61.44;2;"Drama"
2385;"18-24";"Female";"Canada";"Tablet";"Premium";"Morning";"French";81;89;30;66;24;80.28;7;"Comedy"
2386;"13-17";"Male";"Germany";"Laptop";"Premium";"Evening";"Hindi";200;73;36;19;0;78.82;5;"Action"
2387;"55+";"Non-binary";"Germany";"Tablet";"Premium";"Afternoon";"French";147;144;53;69;7;65.07;3;"Thriller"
2388;"55+";"Female";"Australia";"Mobile";"Basic";"Evening";"Japanese";208;44;37;4;3;60.7;1;"Drama"
2389;"18-24";"Female";"USA";"Mobile";"Standard";"Afternoon";"German";158;31;50;41;8;94.05;6;"Action"
2390;"55+";"Female";"Canada";"Laptop";"Premium";"Evening";"German";236;35;28;56;18;88.43;0;"Drama"
2391;"18-24";"Female";"Australia";"Laptop";"Basic";"Evening";"French";125;129;39;55;6;77.23;7;"Action"
2392;"55+";"Female";"Canada";"TV";"Premium";"Afternoon";"French";258;15;40;31;14;75.12;0;"Drama"
2393;"35-44";"Male";"Germany";"Mobile";"Premium";"Afternoon";"French";150;127;43;22;2;69.66;1;"Drama"
2394;"25-34";"Female";"USA";"Laptop";"Premium";"Evening";"Spanish";266;94;50;48;25;82.23;4;"Thriller"
2395;"13-17";"Non-binary";"USA";"Laptop";"Premium";"Morning";"Hindi";58;130;56;4;11;91.12;4;"Comedy"
2396;"25-34";"Female";"UK";"Laptop";"Premium";"Night";"Hindi";78;72;30;21;22;69.02;5;"Action"
2397;"35-44";"Male";"Australia";"Tablet";"Basic";"Morning";"German";174;138;30;41;1;61.26;1;"Thriller"
2398;"45-54";"Male";"Germany";"TV";"Premium";"Morning";"German";78;29;29;45;18;63.94;0;"Drama"
2399;"18-24";"Non-binary";"Germany";"Mobile";"Basic";"Morning";"Japanese";137;38;26;8;23;87.41;9;"Comedy"
2400;"55+";"Female";"Germany";"Laptop";"Premium";"Morning";"Japanese";73;52;26;9;6;64.67;0;"Drama"
2401;"55+";"Non-binary";"India";"Laptop";"Standard";"Afternoon";"Spanish";258;74;27;18;10;85.58;2;"Drama"
2402;"35-44";"Non-binary";"Canada";"Laptop";"Basic";"Morning";"German";211;140;30;31;18;60.36;0;"Drama"
2403;"55+";"Non-binary";"USA";"Tablet";"Premium";"Night";"Japanese";236;105;55;35;7;64.04;2;"Thriller"
2404;"35-44";"Non-binary";"Canada";"Mobile";"Basic";"Afternoon";"Spanish";107;29;29;30;12;65.07;2;"Drama"
2405;"25-34";"Female";"Canada";"Laptop";"Premium";"Morning";"Hindi";230;90;34;18;8;69.71;3;"Thriller"
2406;"45-54";"Male";"India";"Laptop";"Premium";"Afternoon";"German";238;46;51;41;1;60.18;4;"Thriller"
2407;"18-24";"Male";"USA";"Tablet";"Basic";"Morning";"English";87;47;48;24;17;82.41;6;"Comedy"
2408;"55+";"Female";"UK";"Tablet";"Premium";"Morning";"German";42;54;46;48;14;88.9;0;"Drama"
2409;"45-54";"Non-binary";"Germany";"TV";"Premium";"Night";"Japanese";252;55;49;14;22;65.34;1;"Thriller"
2410;"45-54";"Female";"Australia";"TV";"Premium";"Afternoon";"German";201;69;27;19;10;60.22;1;"Drama"
2411;"45-54";"Non-binary";"Canada";"Mobile";"Premium";"Afternoon";"English";152;105;40;60;23;71.9;0;"Drama"
2412;"13-17";"Non-binary";"India";"TV";"Premium";"Evening";"German";176;22;54;22;14;87.97;7;"Action"
2413;"45-54";"Female";"India";"Mobile";"Premium";"Morning";"Japanese";100;40;28;30;20;85.33;0;"Drama"
2414;"35-44";"Female";"Australia";"TV";"Basic";"Morning";"Hindi";187;133;40;15;17;81.75;3;"Thriller"
2415;"13-17";"Non-binary";"Australia";"Laptop";"Standard";"Night";"Japanese";207;77;32;21;13;86.23;2;"Action"
2416;"13-17";"Non-binary";"USA";"TV";"Premium";"Night";"Spanish";164;125;48;26;25;84.75;5;"Action"
2417;"45-54";"Non-binary";"Canada";"Laptop";"Basic";"Afternoon";"Japanese";51;71;40;12;20;73.91;0;"Drama"
2418;"55+";"Non-binary";"Canada";"Mobile";"Standard";"Night";"Spanish";142;84;51;7;18;61.93;1;"Thriller"
2419;"55+";"Female";"Australia";"TV";"Basic";"Afternoon";"German";277;115;26;35;12;69.14;3;"Thriller"
2420;"55+";"Male";"Germany";"TV";"Standard";"Morning";"Spanish";67;62;44;68;24;65.2;1;"Thriller"
2421;"55+";"Male";"UK";"TV";"Standard";"Morning";"French";215;60;44;2;15;86.45;2;"Drama"
2422;"35-44";"Non-binary";"Canada";"Laptop";"Standard";"Afternoon";"German";264;110;44;20;1;80.94;3;"Action"
2423;"55+";"Male";"India";"Laptop";"Basic";"Night";"Spanish";241;110;43;47;24;89.47;0;"Drama"
2424;"18-24";"Male";"Germany";"TV";"Standard";"Night";"Japanese";114;92;42;12;1;89.03;5;"Comedy"
2425;"45-54";"Male";"Australia";"Mobile";"Premium";"Afternoon";"English";174;132;37;53;16;57.62;2;"Drama"
2426;"13-17";"Male";"Canada";"Laptop";"Premium";"Morning";"German";121;143;41;17;25;98.82;4;"Comedy"
2427;"18-24";"Male";"USA";"Tablet";"Standard";"Afternoon";"Spanish";122;21;57;18;21;94.61;3;"Comedy"
2428;"55+";"Male";"Australia";"Mobile";"Standard";"Night";"English";181;90;52;24;26;82.4;2;"Thriller"
2429;"18-24";"Non-binary";"India";"Mobile";"Premium";"Afternoon";"Spanish";248;11;29;37;21;84.55;4;"Comedy"
2430;"13-17";"Non-binary";"USA";"Mobile";"Basic";"Morning";"Spanish";254;62;52;30;19;84.57;6;"Comedy"
2431;"55+";"Non-binary";"Australia";"Laptop";"Basic";"Evening";"Spanish";186;46;49;52;28;76.78;1;"Drama"
2432;"18-24";"Female";"Australia";"TV";"Premium";"Afternoon";"Japanese";93;78;44;23;17;74.15;5;"Action"
2433;"35-44";"Male";"Canada";"TV";"Basic";"Evening";"Spanish";227;65;45;37;28;75.47;4;"Thriller"
2434;"35-44";"Male";"USA";"Tablet";"Basic";"Afternoon";"English";276;130;37;24;9;81.06;1;"Thriller"
2435;"45-54";"Female";"Australia";"TV";"Standard";"Night";"French";106;67;30;50;11;86.75;1;"Drama"
2436;"45-54";"Male";"Germany";"Tablet";"Basic";"Night";"Spanish";201;13;53;20;26;70.84;0;"Drama"
2437;"18-24";"Non-binary";"India";"Tablet";"Premium";"Evening";"French";128;112;33;47;2;76.96;3;"Action"
2438;"13-17";"Non-binary";"USA";"TV";"Basic";"Afternoon";"Hindi";208;58;53;18;28;88.46;9;"Comedy"
2439;"35-44";"Female";"Germany";"Tablet";"Standard";"Night";"German";198;47;25;26;5;62.43;1;"Thriller"
2440;"25-34";"Non-binary";"Canada";"Mobile";"Premium";"Evening";"Japanese";206;54;54;71;19;71.99;1;"Thriller"
